ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.060928633354,0.0019982794556,0.0267866899554,0.192046540226,0.718239857009
2,0.647777497779,0.000948615620724,0.0183289218373,0.225250137283,0.107694827479
3,0.34232760872,0.00482684375625,0.0334503542631,0.131570899264,0.487824293996
4,0.128198148439,0.00462962266754,0.060805727716,0.395369521998,0.410996979179
5,0.476957722832,0.000972775848478,0.0181172347621,0.383711971531,0.120240295027
6,0.223139736067,0.000872897279595,0.029052564135,0.513445834148,0.23348896837
7,0.276396809616,0.0940701389584,0.339644987739,0.0766977648141,0.213190298873
8,0.833661988967,0.0121113613302,0.0226727133802,0.0282149920241,0.103338944299
9,0.850033288481,0.000576729488247,0.0072825114359,0.0834255088451,0.0586819617494
10,0.50450768005,0.00105357026697,0.0526137840899,0.343107560771,0.0987174048223
11,0.772671450389,0.000797517182392,0.00756909181676,0.120709715854,0.0982522247576
12,0.0512848310913,0.00242941644004,0.32502299968,0.263305623302,0.357957129486
13,0.616341445259,0.00178500457617,0.0298591658462,0.10860645569,0.243407928629
14,0.709724852989,0.00284021497372,0.037155031843,0.0760484908305,0.174231409364
15,0.751523513471,0.000658872715282,0.00962488934823,0.203740600502,0.0344521239635
16,0.811284910496,0.000859554445227,0.00775484370193,0.120489902028,0.0596107893281
17,0.280951852293,0.00116068507639,0.0384469059958,0.563908391377,0.115532165258
18,0.558173159718,0.000774886734575,0.0191174838153,0.378173008942,0.0437614607901
19,0.295556376597,0.00876169388782,0.0241282098869,0.191599368723,0.479954350906
20,0.00783003331585,0.00508430716454,0.168268722321,0.0133794316151,0.805437505583
21,0.557609069041,0.00200263142205,0.0138990402262,0.224663834772,0.201825424539
22,0.00200144249861,0.00423163509854,0.0325800536138,0.00168498362746,0.959501885162
23,0.506574809936,0.000898915756678,0.0182208295561,0.216918877243,0.257386567508
24,0.00166255636978,0.00377945090114,0.0157471266893,0.00149465441646,0.977316211623
25,0.629109684661,0.00086554673339,0.0153829410255,0.176456822597,0.178185004983
26,0.131858021012,0.00706019699779,0.0827724950395,0.0452461976909,0.73306308926
27,0.948067515092,0.00110148368473,0.00391344612402,0.00526232993199,0.041655225167
28,0.052674423169,0.0295493214909,0.228219051837,0.0356918003304,0.653865403172
29,0.425458079725,0.00101629888487,0.0258297194238,0.442361599981,0.105334301986
30,0.481219558927,0.0011099265073,0.0199738695652,0.387825211054,0.109871433947
31,0.38262995632,0.00223838427577,0.0346721435382,0.120526974827,0.459932541039
32,0.82453148448,0.000357105256412,0.00401822130245,0.0505748013136,0.120518387647
33,0.129572328884,0.00446988201886,0.11951365078,0.0415897487013,0.704854389615
34,0.969864266952,0.000521402608412,0.00244820644962,0.0071606714944,0.020005452496
35,0.31772966753,0.0103996099467,0.0347281032103,0.0091825960033,0.62796002331
36,0.511320033778,0.000938072675661,0.0213319049447,0.23742095996,0.228989028641
37,0.0546152054916,0.00774259715352,0.0699193849406,0.0110758604476,0.856646951967
38,0.893045273424,0.000388389864289,0.00390395316764,0.0480927655859,0.0545696179584
39,0.430174935616,0.000956899147396,0.0274867098199,0.306992825488,0.23438862993
40,0.513745532379,0.00184500365245,0.0271319233555,0.0761720835552,0.381105457058
41,0.0732755619776,0.00648539936546,0.0388642937513,0.28699580547,0.594378939435
42,0.00200898783776,0.0121783623465,0.0210021541084,0.00169133593233,0.963119159775
43,0.387779922223,0.00688347594637,0.0166349472928,0.0912795462499,0.497422108288
44,0.00254359988512,0.0554154417547,0.0318473885647,0.00209091467857,0.908102655117
45,0.133730910744,0.00812725574744,0.21369068572,0.0520041035481,0.592447044241
46,0.539020041986,0.00185832927241,0.0313704625242,0.0486591660158,0.379092000202
47,0.33919860827,0.0165466020271,0.0238706259054,0.205762149001,0.414622014797
48,0.323331355023,0.000683381099285,0.113932282164,0.326410604502,0.235642377212
49,0.359287480937,0.00087116129062,0.0248940986317,0.398541077296,0.216406181844
50,0.05425424853,0.00513329206698,0.0409448485337,0.270870618712,0.628796992157
51,0.281401150365,0.0222171722469,0.0380836267694,0.00781931456763,0.650478736051
52,0.175520531822,0.00114012962516,0.0300598118997,0.621977729261,0.171301797392
53,0.918918590207,0.00134877158303,0.00337703840712,0.00864441343205,0.0677111863706
54,0.223569062758,0.0296875730983,0.0599716159129,0.0157111418235,0.671060606407
55,0.0263377016607,0.00919976482851,0.502052017229,0.022727775847,0.439682740435
56,0.514727664978,0.00273246749479,0.0776908956913,0.134518045915,0.270330925921
57,0.585009017538,0.000892437796924,0.0128573631703,0.306407880785,0.0948333007102
58,0.00163752572764,0.0218164209662,0.0423174478878,0.00173752048103,0.932491084937
59,0.00300686545309,0.00438780993165,0.0294650055317,0.00195791444335,0.96118240464
60,0.756736515326,0.000460958105308,0.0060754356382,0.0319671586708,0.204759932259
